0:20:30.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7864N, 111.9938, W, Speed (knots): , 3.50, Angle: 5.05, Altitude: 1484.10, Satellites: 10
0:44:15.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7887N, 111.9943, W, Speed (knots): , 0.82, Angle: 281.94, Altitude: 1593.80, Satellites: 10
0:44:17.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7887N, 111.9943, W, Speed (knots): , 0.71, Angle: 279.45, Altitude: 1593.20, Satellites: 10
0:44:19.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7887N, 111.9943, W, Speed (knots): , 0.37, Angle: 34.83, Altitude: 1592.50, Satellites: 10
0:44:21.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7887N, 111.9943, W, Speed (knots): , 0.46, Angle: 13.37, Altitude: 1591.60, Satellites: 10
0:44:24.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7887N, 111.9943, W, Speed (knots): , 0.77, Angle: 57.52, Altitude: 1590.30, Satellites: 10
0:44:26.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7887N, 111.9943, W, Speed (knots): , 0.37, Angle: 296.77, Altitude: 1589.70, Satellites: 10
0:44:28.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7887N, 111.9943, W, Speed (knots): , 1.73, Angle: 87.11, Altitude: 1589.50, Satellites: 10
0:44:30.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7887N, 111.9942, W, Speed (knots): , 0.05, Angle: 229.18, Altitude: 1589.20, Satellites: 10
0:44:32.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7887N, 111.9942, W, Speed (knots): , 0.13, Angle: 155.23, Altitude: 1588.80, Satellites: 9
0:44:35.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7887N, 111.9942, W, Speed (knots): , 0.34, Angle: 124.38, Altitude: 1588.80, Satellites: 10
0:44:37.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7887N, 111.9942, W, Speed (knots): , 1.02, Angle: 89.93, Altitude: 1589.10, Satellites: 10
0:44:39.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7887N, 111.9942, W, Speed (knots): , 0.58, Angle: 90.60, Altitude: 1589.70, Satellites: 9
0:44:41.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7887N, 111.9942, W, Speed (knots): , 0.20, Angle: 80.58, Altitude: 1589.60, Satellites: 9
0:44:44.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7887N, 111.9942, W, Speed (knots): , 0.28, Angle: 247.48, Altitude: 1589.90, Satellites: 10
0:44:46.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7887N, 111.9943, W, Speed (knots): , 0.70, Angle: 241.91, Altitude: 1590.70, Satellites: 10
0:44:48.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7887N, 111.9943, W, Speed (knots): , 0.57, Angle: 235.70, Altitude: 1591.00, Satellites: 10
0:44:50.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7887N, 111.9943, W, Speed (knots): , 0.74, Angle: 246.63, Altitude: 1591.30, Satellites: 10
0:44:53.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7887N, 111.9943, W, Speed (knots): , 0.32, Angle: 226.83, Altitude: 1591.90, Satellites: 10
0:44:55.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7887N, 111.9943, W, Speed (knots): , 0.22, Angle: 113.43, Altitude: 1592.30, Satellites: 9
0:44:58.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7887N, 111.9943, W, Speed (knots): , 0.89, Angle: 295.61, Altitude: 1591.80, Satellites: 10
0:45:0.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7887N, 111.9943, W, Speed (knots): , 0.89, Angle: 65.23, Altitude: 1591.10, Satellites: 9
0:45:2.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7887N, 111.9942, W, Speed (knots): , 1.46, Angle: 72.52, Altitude: 1590.10, Satellites: 9
0:45:4.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7887N, 111.9942, W, Speed (knots): , 0.71, Angle: 12.64, Altitude: 1589.40, Satellites: 9
0:45:7.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7887N, 111.9942, W, Speed (knots): , 1.39, Angle: 73.56, Altitude: 1588.70, Satellites: 9
0:45:9.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7887N, 111.9942, W, Speed (knots): , 0.54, Angle: 291.09, Altitude: 1588.60, Satellites: 10
0:45:11.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7887N, 111.9942, W, Speed (knots): , 1.17, Angle: 268.72, Altitude: 1588.40, Satellites: 10
0:45:13.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7887N, 111.9942, W, Speed (knots): , 0.52, Angle: 233.55, Altitude: 1588.30, Satellites: 9
0:45:15.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7887N, 111.9942, W, Speed (knots): , 0.56, Angle: 233.01, Altitude: 1588.70, Satellites: 10
0:45:18.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7887N, 111.9943, W, Speed (knots): , 1.02, Angle: 247.80, Altitude: 1589.00, Satellites: 8
0:45:20.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7887N, 111.9943, W, Speed (knots): , 0.30, Angle: 241.17, Altitude: 1589.40, Satellites: 10
0:45:22.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7887N, 111.9943, W, Speed (knots): , 0.30, Angle: 271.21, Altitude: 1589.60, Satellites: 10
0:45:24.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7887N, 111.9943, W, Speed (knots): , 0.16, Angle: 334.66, Altitude: 1589.50, Satellites: 10
0:45:27.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7887N, 111.9943, W, Speed (knots): , 1.28, Angle: 84.72, Altitude: 1589.30, Satellites: 10
0:45:29.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7887N, 111.9943, W, Speed (knots): , 0.35, Angle: 58.84, Altitude: 1588.70, Satellites: 9
0:45:31.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7887N, 111.9943, W, Speed (knots): , 0.76, Angle: 65.71, Altitude: 1588.30, Satellites: 8
0:45:33.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7887N, 111.9942, W, Speed (knots): , 1.31, Angle: 81.00, Altitude: 1588.20, Satellites: 9
0:45:35.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7887N, 111.9942, W, Speed (knots): , 1.98, Angle: 85.16, Altitude: 1588.00, Satellites: 10
0:45:38.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7887N, 111.9942, W, Speed (knots): , 1.81, Angle: 82.88, Altitude: 1588.60, Satellites: 8
0:45:40.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7887N, 111.9941, W, Speed (knots): , 1.64, Angle: 89.25, Altitude: 1589.30, Satellites: 9
0:45:43.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7887N, 111.9941, W, Speed (knots): , 0.77, Angle: 103.03, Altitude: 1590.20, Satellites: 10
0:45:45.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7887N, 111.9941, W, Speed (knots): , 1.96, Angle: 97.50, Altitude: 1591.00, Satellites: 10
0:45:47.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7887N, 111.9941, W, Speed (knots): , 1.14, Angle: 76.76, Altitude: 1590.80, Satellites: 9
0:45:49.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7887N, 111.9940, W, Speed (knots): , 1.13, Angle: 93.08, Altitude: 1591.50, Satellites: 9
0:45:51.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7887N, 111.9941, W, Speed (knots): , 0.41, Angle: 220.63, Altitude: 1592.10, Satellites: 9
0:45:53.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7887N, 111.9941, W, Speed (knots): , 0.22, Angle: 197.51, Altitude: 1592.70, Satellites: 10
0:45:55.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7887N, 111.9941, W, Speed (knots): , 0.37, Angle: 234.80, Altitude: 1593.00, Satellites: 9
0:45:58.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7887N, 111.9941, W, Speed (knots): , 0.26, Angle: 71.86, Altitude: 1592.90, Satellites: 10
0:46:0.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7887N, 111.9941, W, Speed (knots): , 0.16, Angle: 324.59, Altitude: 1592.60, Satellites: 9
0:46:2.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7887N, 111.9941, W, Speed (knots): , 0.02, Angle: 2.82, Altitude: 1592.40, Satellites: 10
0:46:4.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7887N, 111.9941, W, Speed (knots): , 1.19, Angle: 263.71, Altitude: 1591.90, Satellites: 9
0:46:6.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7887N, 111.9941, W, Speed (knots): , 1.18, Angle: 264.99, Altitude: 1591.40, Satellites: 9
0:46:9.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7887N, 111.9942, W, Speed (knots): , 2.35, Angle: 268.55, Altitude: 1591.00, Satellites: 9
0:46:11.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7887N, 111.9942, W, Speed (knots): , 0.29, Angle: 258.54, Altitude: 1591.10, Satellites: 9
0:46:13.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7887N, 111.9942, W, Speed (knots): , 0.15, Angle: 134.50, Altitude: 1591.20, Satellites: 9
0:46:15.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7887N, 111.9942, W, Speed (knots): , 0.18, Angle: 290.73, Altitude: 1591.10, Satellites: 9
0:46:18.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7887N, 111.9942, W, Speed (knots): , 1.22, Angle: 269.15, Altitude: 1590.40, Satellites: 8
0:46:20.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7887N, 111.9942, W, Speed (knots): , 0.28, Angle: 151.73, Altitude: 1589.80, Satellites: 10
0:46:22.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7887N, 111.9942, W, Speed (knots): , 0.68, Angle: 286.15, Altitude: 1589.60, Satellites: 9
0:46:24.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7887N, 111.9942, W, Speed (knots): , 1.41, Angle: 268.52, Altitude: 1589.40, Satellites: 10
0:46:27.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7887N, 111.9942, W, Speed (knots): , 1.33, Angle: 269.94, Altitude: 1588.70, Satellites: 9
0:46:29.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7887N, 111.9943, W, Speed (knots): , 1.77, Angle: 258.55, Altitude: 1588.60, Satellites: 9
0:46:31.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7887N, 111.9943, W, Speed (knots): , 2.16, Angle: 251.72, Altitude: 1589.10, Satellites: 10
0:46:34.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7887N, 111.9943, W, Speed (knots): , 1.62, Angle: 266.51, Altitude: 1589.50, Satellites: 10
0:46:36.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7887N, 111.9944, W, Speed (knots): , 2.12, Angle: 272.27, Altitude: 1589.00, Satellites: 10
0:46:38.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7887N, 111.9944, W, Speed (knots): , 0.85, Angle: 301.45, Altitude: 1587.70, Satellites: 10
0:46:40.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7887N, 111.9944, W, Speed (knots): , 1.24, Angle: 279.81, Altitude: 1586.30, Satellites: 10
0:46:42.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7887N, 111.9944, W, Speed (knots): , 0.46, Angle: 254.93, Altitude: 1585.70, Satellites: 9
0:46:45.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7887N, 111.9944, W, Speed (knots): , 0.61, Angle: 251.55, Altitude: 1585.20, Satellites: 9
0:46:47.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7887N, 111.9944, W, Speed (knots): , 0.47, Angle: 226.29, Altitude: 1585.70, Satellites: 10
0:46:49.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7887N, 111.9944, W, Speed (knots): , 0.87, Angle: 79.80, Altitude: 1585.90, Satellites: 9
0:46:52.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7887N, 111.9944, W, Speed (knots): , 0.87, Angle: 28.98, Altitude: 1585.60, Satellites: 10
0:46:54.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7887N, 111.9944, W, Speed (knots): , 0.83, Angle: 59.00, Altitude: 1585.20, Satellites: 10
0:46:56.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7887N, 111.9944, W, Speed (knots): , 0.61, Angle: 67.08, Altitude: 1585.10, Satellites: 10
0:46:58.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7887N, 111.9944, W, Speed (knots): , 0.14, Angle: 175.07, Altitude: 1585.10, Satellites: 10
0:47:0.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7887N, 111.9944, W, Speed (knots): , 0.63, Angle: 257.71, Altitude: 1585.30, Satellites: 9
0:47:3.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7887N, 111.9944, W, Speed (knots): , 0.73, Angle: 255.59, Altitude: 1586.70, Satellites: 10
0:47:5.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7887N, 111.9944, W, Speed (knots): , 0.91, Angle: 217.28, Altitude: 1587.70, Satellites: 10
0:47:8.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7887N, 111.9944, W, Speed (knots): , 0.71, Angle: 224.38, Altitude: 1588.70, Satellites: 10
0:47:10.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7887N, 111.9944, W, Speed (knots): , 1.09, Angle: 251.11, Altitude: 1589.10, Satellites: 10
0:47:12.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7887N, 111.9944, W, Speed (knots): , 1.05, Angle: 237.36, Altitude: 1589.60, Satellites: 10
0:47:15.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7887N, 111.9944, W, Speed (knots): , 0.72, Angle: 218.91, Altitude: 1590.70, Satellites: 10
0:47:17.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7887N, 111.9944, W, Speed (knots): , 0.42, Angle: 224.52, Altitude: 1591.50, Satellites: 10
0:47:19.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7887N, 111.9945, W, Speed (knots): , 1.77, Angle: 255.85, Altitude: 1592.00, Satellites: 10
0:47:21.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7887N, 111.9944, W, Speed (knots): , 0.70, Angle: 100.69, Altitude: 1592.50, Satellites: 9
0:47:23.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7887N, 111.9944, W, Speed (knots): , 0.50, Angle: 108.37, Altitude: 1593.20, Satellites: 10
0:47:25.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7887N, 111.9944, W, Speed (knots): , 1.02, Angle: 88.27, Altitude: 1594.00, Satellites: 10
0:47:28.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7887N, 111.9944, W, Speed (knots): , 0.53, Angle: 57.47, Altitude: 1593.60, Satellites: 10
0:47:30.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7887N, 111.9944, W, Speed (knots): , 0.45, Angle: 32.38, Altitude: 1593.60, Satellites: 10
0:47:32.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7887N, 111.9944, W, Speed (knots): , 1.06, Angle: 244.12, Altitude: 1594.10, Satellites: 10
0:47:34.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7887N, 111.9944, W, Speed (knots): , 1.33, Angle: 241.26, Altitude: 1595.30, Satellites: 10
0:47:37.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7887N, 111.9945, W, Speed (knots): , 1.75, Angle: 248.05, Altitude: 1596.70, Satellites: 10
0:47:39.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7887N, 111.9945, W, Speed (knots): , 1.59, Angle: 241.32, Altitude: 1597.80, Satellites: 9
0:47:41.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7887N, 111.9945, W, Speed (knots): , 0.53, Angle: 210.41, Altitude: 1598.90, Satellites: 10
0:47:43.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7887N, 111.9945, W, Speed (knots): , 1.10, Angle: 240.25, Altitude: 1599.80, Satellites: 9
0:47:45.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7886N, 111.9945, W, Speed (knots): , 1.12, Angle: 187.80, Altitude: 1601.60, Satellites: 10
0:47:48.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7886N, 111.9945, W, Speed (knots): , 1.06, Angle: 102.35, Altitude: 1603.20, Satellites: 10
0:47:50.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7886N, 111.9945, W, Speed (knots): , 1.78, Angle: 268.31, Altitude: 1602.70, Satellites: 9
0:47:53.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7886N, 111.9945, W, Speed (knots): , 0.13, Angle: 134.73, Altitude: 1601.90, Satellites: 10
0:47:55.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7886N, 111.9945, W, Speed (knots): , 0.98, Angle: 28.38, Altitude: 1600.40, Satellites: 10
0:47:57.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7886N, 111.9945, W, Speed (knots): , 1.51, Angle: 49.58, Altitude: 1598.80, Satellites: 10
0:48:0.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7887N, 111.9945, W, Speed (knots): , 0.42, Angle: 0.01, Altitude: 1597.50, Satellites: 9
0:48:2.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7887N, 111.9945, W, Speed (knots): , 0.72, Angle: 59.25, Altitude: 1597.60, Satellites: 10
0:48:4.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7887N, 111.9945, W, Speed (knots): , 0.36, Angle: 92.65, Altitude: 1598.10, Satellites: 10
0:48:6.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7887N, 111.9945, W, Speed (knots): , 0.96, Angle: 104.03, Altitude: 1598.50, Satellites: 10
0:48:9.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7887N, 111.9945, W, Speed (knots): , 0.98, Angle: 82.78, Altitude: 1599.40, Satellites: 9
0:48:11.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7887N, 111.9944, W, Speed (knots): , 0.24, Angle: 56.91, Altitude: 1599.20, Satellites: 10
0:48:13.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7886N, 111.9944, W, Speed (knots): , 2.03, Angle: 255.69, Altitude: 1599.50, Satellites: 10
0:48:15.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7886N, 111.9945, W, Speed (knots): , 0.95, Angle: 248.53, Altitude: 1599.70, Satellites: 10
0:48:18.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7886N, 111.9945, W, Speed (knots): , 0.15, Angle: 275.21, Altitude: 1599.80, Satellites: 9
0:48:20.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7886N, 111.9945, W, Speed (knots): , 0.39, Angle: 300.40, Altitude: 1599.20, Satellites: 10
0:48:23.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7887N, 111.9945, W, Speed (knots): , 0.43, Angle: 47.90, Altitude: 1599.00, Satellites: 10
0:48:25.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7887N, 111.9945, W, Speed (knots): , 0.44, Angle: 126.83, Altitude: 1599.40, Satellites: 10
0:48:28.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7887N, 111.9945, W, Speed (knots): , 0.12, Angle: 289.25, Altitude: 1599.20, Satellites: 10
0:48:30.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7887N, 111.9945, W, Speed (knots): , 0.40, Angle: 322.19, Altitude: 1598.90, Satellites: 9
0:48:32.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7887N, 111.9945, W, Speed (knots): , 1.09, Angle: 264.89, Altitude: 1598.80, Satellites: 10
0:48:35.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7887N, 111.9945, W, Speed (knots): , 1.14, Angle: 262.66, Altitude: 1598.50, Satellites: 9
0:48:37.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7887N, 111.9945, W, Speed (knots): , 1.17, Angle: 245.55, Altitude: 1598.70, Satellites: 10
0:48:39.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7886N, 111.9945, W, Speed (knots): , 1.07, Angle: 241.90, Altitude: 1599.20, Satellites: 10
0:48:42.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7886N, 111.9945, W, Speed (knots): , 1.77, Angle: 236.83, Altitude: 1600.70, Satellites: 9
0:48:44.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7886N, 111.9946, W, Speed (knots): , 0.71, Angle: 226.26, Altitude: 1601.60, Satellites: 10
0:48:47.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7886N, 111.9945, W, Speed (knots): , 0.28, Angle: 209.86, Altitude: 1601.70, Satellites: 9
0:48:49.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7886N, 111.9945, W, Speed (knots): , 0.46, Angle: 172.52, Altitude: 1602.10, Satellites: 10
0:48:52.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7886N, 111.9945, W, Speed (knots): , 0.65, Angle: 82.56, Altitude: 1602.30, Satellites: 10
0:48:54.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7886N, 111.9945, W, Speed (knots): , 0.36, Angle: 136.91, Altitude: 1602.00, Satellites: 9
0:48:56.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7886N, 111.9945, W, Speed (knots): , 1.09, Angle: 75.34, Altitude: 1601.80, Satellites: 10
0:48:58.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7886N, 111.9945, W, Speed (knots): , 0.80, Angle: 80.34, Altitude: 1602.10, Satellites: 9
0:49:0.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7886N, 111.9945, W, Speed (knots): , 0.34, Angle: 221.70, Altitude: 1602.60, Satellites: 8
0:49:3.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7886N, 111.9945, W, Speed (knots): , 0.08, Angle: 235.69, Altitude: 1602.60, Satellites: 10
0:49:5.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7886N, 111.9945, W, Speed (knots): , 0.16, Angle: 349.72, Altitude: 1602.60, Satellites: 10
0:49:8.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7886N, 111.9945, W, Speed (knots): , 1.09, Angle: 265.91, Altitude: 1602.40, Satellites: 10
0:49:10.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7886N, 111.9945, W, Speed (knots): , 0.79, Angle: 254.33, Altitude: 1602.50, Satellites: 10
0:49:12.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7886N, 111.9945, W, Speed (knots): , 0.23, Angle: 264.35, Altitude: 1602.50, Satellites: 9
0:49:15.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7886N, 111.9945, W, Speed (knots): , 0.28, Angle: 195.79, Altitude: 1602.70, Satellites: 9
0:49:17.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7886N, 111.9945, W, Speed (knots): , 1.29, Angle: 235.97, Altitude: 1602.90, Satellites: 10
0:49:19.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7886N, 111.9946, W, Speed (knots): , 0.45, Angle: 155.25, Altitude: 1603.80, Satellites: 10
0:49:22.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7886N, 111.9946, W, Speed (knots): , 0.08, Angle: 186.00, Altitude: 1603.80, Satellites: 9
0:49:24.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7886N, 111.9946, W, Speed (knots): , 0.41, Angle: 285.91, Altitude: 1603.80, Satellites: 10
0:49:26.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7886N, 111.9946, W, Speed (knots): , 0.16, Angle: 260.83, Altitude: 1603.80, Satellites: 9
0:49:28.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7886N, 111.9946, W, Speed (knots): , 0.76, Angle: 242.68, Altitude: 1604.10, Satellites: 10
0:49:30.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7886N, 111.9946, W, Speed (knots): , 0.36, Angle: 222.41, Altitude: 1604.40, Satellites: 9
0:49:33.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7886N, 111.9946, W, Speed (knots): , 1.22, Angle: 245.43, Altitude: 1605.10, Satellites: 9
0:49:35.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7886N, 111.9946, W, Speed (knots): , 1.94, Angle: 249.43, Altitude: 1605.80, Satellites: 10
0:49:38.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7886N, 111.9946, W, Speed (knots): , 0.62, Angle: 170.33, Altitude: 1607.20, Satellites: 10
0:49:40.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7886N, 111.9946, W, Speed (knots): , 1.15, Angle: 224.79, Altitude: 1608.20, Satellites: 9
0:49:42.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7886N, 111.9946, W, Speed (knots): , 1.18, Angle: 120.51, Altitude: 1609.60, Satellites: 10
0:49:45.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7886N, 111.9946, W, Speed (knots): , 1.74, Angle: 98.85, Altitude: 1611.80, Satellites: 10
0:49:47.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7886N, 111.9946, W, Speed (knots): , 1.99, Angle: 75.89, Altitude: 1611.90, Satellites: 10
0:49:49.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7886N, 111.9946, W, Speed (knots): , 2.49, Angle: 75.97, Altitude: 1612.90, Satellites: 10
0:49:51.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7886N, 111.9945, W, Speed (knots): , 4.32, Angle: 63.26, Altitude: 1612.20, Satellites: 10
0:49:53.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7886N, 111.9945, W, Speed (knots): , 3.55, Angle: 54.07, Altitude: 1610.30, Satellites: 10
0:49:55.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7886N, 111.9944, W, Speed (knots): , 3.51, Angle: 78.80, Altitude: 1609.70, Satellites: 10
0:49:58.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7886N, 111.9944, W, Speed (knots): , 2.58, Angle: 60.51, Altitude: 1607.90, Satellites: 10
